"Subject","Course","Course_Title","As","Bs","Cs","Ds","Fs","GPA","N"
"ESRM",474,"ECOLOGICAL ENG",12,4,3,0,0,3.5,19
"ESS",101,"INTRO TO GEOL SCI",232,130,8,2,0,3.5,379
"ESS",102,"SPACE&SPACE TRAVEL",107,70,5,0,0,3.4,189
"ESS",106,"LIVING WITH VOLCANO",106,62,13,2,4,3.3,197
"ESS",115,"INTRO ASTROBIOLOGY",1,11,3,0,1,2.6,16
"ESS",211,"PHYS PROC EARTH",36,42,14,1,0,3,93
"ESS",230,"RIVERS AND BEACHES",15,22,2,2,0,3.2,45
"ESS",301,"GEOL OF NORTHWEST",14,2,0,0,0,3.7,16
"ESS",313,"GEOBIOLOGY",17,25,2,0,1,3.2,47
"ESS",314,"GEOPHYS: EXP TO EART",9,13,3,1,0,3.1,26
"ESS",408,"GREAT ISSUES",11,10,6,1,0,3.1,28
"ESS",420,"INTRO GEOL GIS",23,5,0,0,0,3.7,28
"ESS",431,"PRINS OF GLACIOLOGY",5,11,4,0,0,3,20
"ESS",433,"ENV OF GLACIAL AGES",10,6,1,0,0,3.4,18
"ESS",472,"ROCKETS & INSTRUMNT",20,8,0,0,0,3.5,28
"ESS",489,"HONORS SEMINAR",16,0,0,0,0,4,17
"FIN",350,"BUSINESS FINANCE",111,182,15,4,4,3.125,318
"FIN",423,"BANKNG & FINCL SYST",18,40,0,0,0,3.2,63
"FIN",425,"INT REAL ESTATE FIN",22,25,0,0,0,3.4,47
"FIN",428,"INTL FINANCIAL MGMT",33,52,1,0,0,3.25,86
"FIN",435,"REAL EST CPTL MKTS",20,24,2,0,0,3.3,47
"FIN",453,"FINANCL THRY&ANLYS",24,33,1,0,0,3.35,58
"FIN",457,"ENTREPRENEURIAL FIN",20,16,1,0,0,3.4,38
"FIN",460,"INVESTMENTS",30,30,0,0,0,3.4,60
"FIN",466,"ALTRNTV INVESTMENTS",20,28,0,0,0,3.5,49
"FIN",552,"PROB CORP PLN & FIN",82,37,0,0,0,3.5,120
"FIN",557,"ENTREPRENEURIAL FIN",28,30,0,0,0,3.45,58
"FIN",560,"INVESTMENTS",7,6,0,0,0,3.5,13
"FIN",579,"SPECIAL TOPICS",7,6,0,0,0,3.5,13
"FISH",250,"MARINE BIOLOGY",41,44,6,1,0,3,92
"FISH",323,"CONS & MGT AQUA RES",14,20,7,2,3,2.8,48
"FISH",340,"GENETS & MOLEC ECOL",6,7,3,0,0,3,17
"FISH",423,"AQUA INVASION ECOL",14,5,1,0,0,3.5,20
"FISH",450,"SAL BEHAV LIFE HIST",8,5,1,0,0,3.5,14
"FISH",452,"SPATIAL INFO TECH",10,3,0,0,0,3.6,13
"FISH",560,"MULTIVARIATE STATS",15,0,0,0,0,3.7,15
"FISH",561,"RES ECON MGMT PLCY",16,11,1,0,0,3.4,28
"FRENCH",101,"ELEMENTARY FRENCH",106,44,13,2,5,3.28888888888889,172
"FRENCH",102,"ELEMENTARY FRENCH",15,3,2,0,0,3.5,20
"FRENCH",103,"ELEMENTARY FRENCH",33,26,5,3,0,3.175,69
"FRENCH",201,"INTERMEDIATE FRENCH",46,17,1,0,1,3.43333333333333,66
"FRENCH",202,"INTERMEDIATE FRENCH",16,1,0,0,0,3.7,17
"FRENCH",203,"INTERMEDIATE FRENCH",11,18,2,0,0,3.2,31
"FRENCH",250,"HIST FRENCH CINEMA",32,0,0,0,0,3.8,33
"FRENCH",301,"ADVANCED FRENCH",18,14,2,0,0,3.35,35
"FRENCH",303,"ADVANCED FRENCH",16,3,0,0,0,3.6,19
"FRENCH",304,"ISSUES&PERSPECTIVES",18,7,2,1,0,3.4,28
"FRENCH",378,"MAKING CNTMP FRANCE",16,1,0,0,0,3.7,17
"G H",101,"INTRO TO GLOBAL HLTH",25,34,5,2,1,3.1,71
"G H",511,"PROBS IN GLOBL HLTH",67,4,0,0,0,3.7,73
"G H",514,"GLOBL SOCL DET HLTH",13,3,0,0,0,3.6,16
"G H",521,"LEADERSHIP DEVLPMT",18,0,0,0,0,3.8,18
"G H",539,"MTHDS, TOOLS, DATA",16,1,0,0,0,3.6,17
"GEN ST",101,"UNIV LEARNING SKILL",7,4,2,0,0,3.3,15
"GEN ST",160,"DISCOVERY SEMINAR",38,0,0,0,0,3.8,38
"GEN ST",161,"DISCOVERY SEMINAR",17,0,0,0,0,3.9,17
"GEN ST",162,"DISCOVERY SEMINAR",101,43,1,0,0,3.48571428571429,146
"GEN ST",391,"SUP STDY SEL FIELDS",49,6,0,0,0,3.8,55
"GENOME",361,"FUND GEN & GENOMICS",31,58,35,14,5,2.6,147
"GENOME",371,"INTRO GENETICS",50,74,43,11,3,2.8,193
"GENOME",372,"GENOMICS PROTEOMICS",31,14,0,1,2,3.3,49
"GENOME",453,"EVOLUTNARY GENETICS",18,3,0,0,0,3.7,21
"GENOME",552,"TECH GENOME ANLYS",11,2,0,0,1,3.3,16
"GEOG",123,"INTRO GLOBALIZATION",84,26,4,0,2,3.5,117
"GEOG",180,"INTRO TO GLOBAL HLTH",4,15,1,0,0,3,20
"GEOG",205,"GLOBAL ENVIRONMNT",58,11,2,1,2,3.4,74
"GEOG",230,"GLOBAL INEQUALITY",66,41,14,4,5,3.1,133
"GEOG",245,"GEODEMOGRAPHICS",25,49,14,3,8,2.7,100
"GEOG",277,"GEOGRAPHY OF CITIES",44,71,11,1,2,3.1,133
"GEOG",295,"SPECIAL TOPICS",9,5,3,0,0,3.3,18
"GEOG",315,"EXPLAN UNDSTN GEOG",17,27,7,5,7,2.6,67
"GEOG",323,"GLOBALIZATION & YOU",17,1,2,1,1,3.4,22
"GEOG",335,"DEVELOPING WORLD",17,12,4,0,1,3.2,35
"GEOG",360,"PRINC GIS MAPPING",41,23,2,2,0,3.3,70
"GEOG",375,"GEOPOLITICS",30,5,1,1,0,3.6,39
"GEOG",425,"QUAL METHODS IN GEOG",30,3,0,1,1,3.6,35
"GEOG",438,"CITIES OF EAST ASIA",7,15,2,0,3,2.8,29
"GEOG",476,"WOMEN & THE CITY",15,2,0,0,0,3.6,17
"GEOG",482,"GIS DATA MANAGEMENT",12,19,3,0,0,3.2,34
"GEOG",514,"GIS PROBLEM SOLVING",18,1,0,0,0,3.8,19
"GEOG",582,"GIS DATA MANAGEMENT",17,1,0,0,0,3.8,18
"GERMAN",101,"FIRST-YEAR GERMAN",73,39,10,3,2,3.25714285714286,131
"GERMAN",103,"FIRST-YEAR GERMAN",5,14,3,0,0,3,23
"GERMAN",150,"CONV GERM THRU FILM",12,1,0,0,0,3.9,13
"GERMAN",201,"SECOND-YEAR GERMAN",30,10,1,0,2,3.35,43
"GERMAN",203,"SECOND-YEAR GERMAN",8,5,0,0,0,3.5,13
"GERMAN",275,"CINEMA CRIME SCENES",12,4,0,0,0,3.6,16
"GERMAN",311,"LITERARY STUDIES",18,2,1,0,0,3.6,21
"GREEK",101,"ELEMENTARY GREEK",12,1,0,0,0,3.8,14
"GWSS",200,"INTRO WOMEN STUDIES",87,67,4,1,1,3.3,163
"GWSS",241,"HIP HOP& INDIE ROCK",37,4,0,2,0,3.6,43
"GWSS",251,"GENDER/POP CULTURE",59,6,4,0,2,3.6,71
"GWSS",262,"GENDER AND SPORT",82,10,1,1,0,3.7,94
"GWSS",350,"WOMEN IN LAW & LIT",14,21,8,0,0,3.1,44
"GWSS",353,"FEMINIST ANTH",15,6,2,0,3,3,27
"GWSS",357,"PSYCHOBIOL OF WOMEN",37,27,10,1,0,3.2,78
"GWSS",390,"INTERMEDIATE TOPICS",24,0,0,0,0,3.9,26
"GWSS",490,"SPEC TOP WOMEN STDY",27,6,1,0,4,3.25,38
"GWSS",501,"HISTORY OF FEMINISM",13,0,0,0,0,3.9,13
"HCDE",231,"INTRO TECH COMM",181,23,0,0,0,3.61428571428571,207
"HCDE",301,"WRITTEN COMM HCDE",11,4,0,0,0,3.4,15
"HCDE",308,"VISUAL COMM HCDE",4,28,2,1,0,2.9,35
"HCDE",310,"INT SYS DES & TECH",78,8,2,0,1,3.7,90
"HCDE",318,"INTRO USER CENT DES",34,3,0,0,0,3.7,38
"HCDE",411,"INFO VISUALIZATION",21,5,0,0,0,3.7,26
"HCDE",418,"USER EXP DESIGN",40,0,0,0,0,3.9,40
"HCDE",455,"USER INTERFACE DES",28,3,0,0,0,3.7,31
"HCDE",498,"SPECIAL TOPICS",89,6,2,0,1,3.7,99
"HCDE",503,"NAVIG DESIGN ORG",69,2,0,0,0,3.9,71
"HCDE",511,"INFO VISUALIZATION",16,4,0,0,0,3.6,20
"HCDE",512,"INTL USER EXP & COM",26,0,0,0,0,3.9,26
"HCDE",516,"EXPRMNTL RSCH MTHDS",36,2,0,0,0,3.8,38
"HCDE",518,"USER-CENTERED DESIGN",162,8,2,0,0,3.72,174
"HCDE",539,"PHYS COMP & PROTO",34,0,0,0,0,3.9,34
"HCID",511,"IDEATION STUDIO",36,0,0,0,0,3.8,36
"HCID",530,"USER RESEARCH",28,8,0,0,0,3.6,36
"HIHIM",408,"MGMT CONCEPTS I",30,12,0,0,0,3.5,42
"HIHIM",410,"HLTH CARE/DATA SYS",29,11,1,0,0,3.4,41
"HIHIM",412,"HC CODING",24,10,2,0,0,3.4,36
"HIHIM",454,"FINANCE/HLTH MGR",32,2,2,0,0,3.6,36
"HIHIM",510,"ENTPRS SYS & EHRS",14,0,0,0,0,3.8,14
"HIHIM",525,"DB CNCPTS & APPS HI",14,0,0,0,0,3.8,15
"HINDI",311,"ELEMENTARY HINDI",11,3,1,0,0,3.5,18
"HONORS",100,"INTRO TO HONORS",229,1,1,0,1,3.9,232
"HONORS",205,"WHAT WE KNOW & HOW",21,0,0,0,0,4,21
"HONORS",210,"HONORS HUMANITIES I",55,1,0,0,0,3.86666666666667,56
"HONORS",220,"HONORS SCIENCE I",52,0,0,0,0,3.85,52
"HONORS",230,"HONORS SOC SCI I",30,0,0,0,0,3.9,31
"HONORS",240,"HONORS FINE ARTS",34,7,0,0,0,3.65,42
"HONORS",392,"H-INDERDIS STDY II",18,0,0,0,0,3.8,18
"HONORS",394,"H-INTERDIS STDY IV",40,2,1,1,0,3.6,44
"HONORS",496,"H-CORE INTEGRATION",14,0,0,0,0,3.9,14
"HSERV",100,"PRSNL & PUBLIC HLTH",85,63,9,1,1,3.3,162
"HSERV",346,"ECON SLV HC PRBLMS",20,1,0,0,0,3.7,21
"HSERV",476,"INTRO APP ETHNO MTH",19,0,0,0,0,3.7,19
"HSERV",501,"PUB H PRACTICE",21,0,0,0,0,3.9,21
"HSERV",511,"INTRO TO HSERV & PH",147,37,0,0,0,3.54,184
"HSERV",512,"HLTH SYS & POLICY",23,0,0,0,0,3.7,23
"HSERV",516,"INTRO HLTH SERV",22,0,0,0,0,3.8,22
"HSERV",522,"HEALTH PROGRAM EVAL",24,4,0,0,0,3.7,28
"HSERV",523,"ADV RSCH METH I",16,3,0,0,0,3.6,19
"HSERV",541,"MATER CHILD HLTH I",15,0,0,0,0,3.8,15
"HSERV",552,"HEALTH POLICY DEVEL",100,1,0,0,0,3.7,101
"HSERV",556,"TOBACCO HLTH DISPAR",21,0,0,0,0,3.8,21
"HSMGMT",503,"POP HLTH MANAGEMENT",43,1,0,0,0,3.6,44
"HSMGMT",505,"MANAGING HC ORGS",70,2,0,0,0,3.76666666666667,72
"HSMGMT",523,"INFORMATICS/HC MGMT",44,0,0,0,0,3.8,44
"HSMGMT",550,"MED QUAL MEAS & MGT",20,0,0,0,0,3.9,20
"HSMGMT",562,"STR MAN/HC ORG",42,0,0,0,0,3.7,43
"HSMGMT",568,"QUAL PROCESS MGMT",39,5,0,0,0,3.7,44
"HSMGMT",570,"QUANTITATIVE METHODS",53,4,0,0,0,3.75,57
"HSMGMT",574,"FINANCIAL MGMT I",13,0,0,0,0,3.7,14
"HSMGMT",576,"CAPITAL PLANNING",23,6,0,0,0,3.7,29
"HSMGMT",579,"ACCT HLTH SRV MNGRS",23,1,0,0,0,3.7,24
"HSMGMT",592,"HLTH MAN PROG SEM",19,0,0,0,0,3.9,19
"HSTAA",110,"AMERICAN CITIZENSHIP",46,45,4,0,0,3.4,99
"HSTAA",150,"INTRO AF-AM HISTORY",19,2,0,0,0,3.7,21
"HSTAA",221,"US ENVIRON HIST",12,30,4,0,0,3.1,48
"HSTAA",290,"TOPICS AMER HIST",10,1,0,0,2,3.1,13
"HSTAA",312,"EARLY HIST US WEST",8,9,2,0,1,3.1,20
"HSTAA",334,"CVL RTS & BLK POWER",16,4,0,0,0,3.6,20
"HSTAA",465,"SIXTIES IN AMERICA",48,19,0,0,1,3.5,70
"HSTAFM",152,"AFRIC HST 1880-PRES",10,8,1,0,0,3.3,20
"HSTAFM",163,"MODERN MIDDLE EAST",26,29,7,1,0,3.2,64
"HSTAFM",563,"MODERN NEAR EAST",12,1,0,0,0,3.8,13
"HSTAM",111,"THE ANCIENT WORLD",61,47,7,3,3,3.2,123
"HSTAM",215,"TUDOR ENGLAND",26,32,6,2,2,3.1,68
"HSTAM",235,"MEDIEVAL MYSTERIES",47,52,4,1,4,3.1,118
"HSTAM",290,"TOPICS ANC/MED HIST",14,4,1,0,0,3.5,19
"HSTAM",370,"THE VIKINGS",29,17,5,0,0,3.3,54
"HSTAM",402,"CLASSICAL GREECE",15,2,0,0,2,3.3,19
"HSTAS",265,"THE VIET NAM WARS",20,17,1,0,1,3.3,42
"HSTAS",423,"HIST MODERN JAPAN",16,11,3,1,0,3.2,32
"HSTAS",453,"CHIN HST 1276-1895",18,11,3,2,0,3.1,34
"HSTCMP",207,"INTRO INTELL HIST",10,6,0,1,0,3.3,17
"HSTCMP",209,"HIST CHRISTIANITY",17,21,6,3,0,3,48
"HSTCMP",247,"BEFORE GLOBL HEALTH",26,9,1,0,0,3.5,36
"HSTCMP",269,"HOLOCAUST, HIST&MEM",20,16,4,1,1,3.2,42
"HSTCMP",312,"SCI CIVL-MODRN SOC",16,3,0,0,1,3.4,21
"HSTEU",370,"TOLKIEN-ENGL MYTHOL",24,15,3,3,4,2.9,50
"HSTEU",401,"ITALIAN RENAISSANCE",11,6,0,0,0,3.4,18
"HSTEU",422,"FR RV&NAP 1789-1815",23,16,3,0,3,3.1,48
"HSTEU",445,"HIST SOVIET UNION",3,17,2,0,1,2.9,25
"HSTLAC",185,"LATIN AMER SOC/HIST",39,29,2,2,0,3.3,73
"HSTRY",388,"INTRO TO HISTORY",8,9,0,0,0,3.4,18
"I BUS",300,"GLOBAL BUS PERSPEC",100,113,1,0,0,3.4,215
"I BUS",470,"MGT INTL TRD OPNS",15,0,0,0,0,3.6,15
"I S",300,"INTRO TO INFO SYS",99,136,0,0,1,3.35,236
"I S",320,"FUND OF APPLIC PROG",37,41,0,0,0,3.4,80
"I S",410,"BUSINESS DATA COMM",31,6,0,0,0,3.6,38
"I S",445,"DATABASE  MGMT",23,17,0,0,0,3.4,40
"I S",451,"DATA MINING FOR BUS",19,23,0,0,0,3.5,42
"IMMUN",441,"INTRO IMMUNOLOGY",45,87,22,2,0,3,161
"IMT",500,"FOUNDATNS INFO MGMT",105,0,0,0,0,3.825,106
"IMT",535,"INFO ARCHITECTURE",106,1,0,0,0,3.775,108
"IMT",551,"FOUND ORG IA",16,0,0,0,0,3.9,16
"IMT",576,"BUSINESS INTELL",20,4,0,0,0,3.7,25
"IMT",580,"MGMT OF INFO ORGS",26,5,0,0,0,3.6,31
"IMT",587,"PRINCIPLES INFO MGMT",15,1,0,0,0,3.6,16
"IND E",250,"ENGR ECON",41,21,0,0,1,3.4,64
"IND E",337,"INTRO MANU SYSTEMS",27,15,0,0,0,3.4,42
"IND E",410,"LINEAR & NETWORK PR",59,5,0,0,0,3.7,64
"IND E",439,"LAYOUT & MATL HAND",51,8,0,0,0,3.8,60
"IND E",455,"USER INTERFACE DES",33,3,0,0,0,3.7,36
"IND E",470,"SYSTEMS ENGINEERING",13,1,0,0,0,3.6,14
"IND E",498,"SPECIAL TOPICS I E",28,0,1,0,0,3.8,30
"IND E",512,"OPTIMIZATION MODELS",37,3,0,0,0,3.9,41
"IND E",543,"VIRTUAL INTRFC TECH",19,0,1,0,0,3.8,20
"IND E",570,"SUPPLY CHAIN SYST",26,2,0,0,0,3.6,28
"IND E",581,"NAVIGATING BUSINESS",25,11,0,0,1,3.3,37
"IND E",595,"GLBL INT SYS ENGR",23,0,0,0,0,3.7,23
"IND E",599,"SPECIAL TOPICS IE",10,3,1,0,0,3.5,14
"INFO",101,"SOCIAL NETWORKING",134,8,1,3,1,3.8,149
"INFO",102,"GENDER & INFO TECH",109,23,0,2,2,3.5,138
"INFO",200,"INTELL FOUNDATIONS",143,12,1,1,1,3.7,159
"INFO",310,"INFO ASSR & CYBRSEC",30,7,1,0,0,3.6,38
"INFO",312,"ENTRPRISE RISK MGMT",25,0,0,0,0,4,27
"INFO",340,"RELATNL DB MGMT SYS",79,19,3,0,1,3.56666666666667,102
"INFO",341,"COMP NET & DIST APP",24,9,1,0,0,3.5,34
"INFO",343,"CLIENT-SIDE WEB DEV",159,27,2,0,1,3.58,192
"INFO",360,"DESIGN THINKING",85,19,4,0,0,3.56666666666667,108
"INFO",370,"INTRO DATA SCIENCE",27,9,0,0,0,3.5,36
"INFO",424,"INFO VIS & AESTH",21,6,0,0,1,3.5,31
"INFO",466,"IMMERSIVE ENVIRMNTS",32,2,0,0,0,3.8,34
"INFO",470,"RES METHODS IN INFO",101,35,2,0,0,3.6,140
"INFO",481,"PROJECT MANAGEMENT",130,20,1,0,0,3.675,151
"INFO",498,"TOPIC INFORMATICS",70,4,0,0,0,3.75,75
"INFX",531,"METADATA DESIGN",16,2,0,0,0,3.6,20
"INFX",536,"METADATA FOR MEDIA",29,0,0,0,0,3.8,29
"INFX",542,"INFO STRUCTURES XML",24,4,1,0,0,3.6,29
"INFX",543,"REL DB MGMT SYSTEMS",29,4,0,0,0,3.6,33
"INFX",572,"INTRO DATA SCI",22,7,0,0,0,3.6,29
"INFX",573,"DATA SCI 1: THEORY",48,16,0,0,0,3.6,66
"INSC",570,"RESEARCH DESIGN",10,5,0,0,0,3.5,15
"INTSCI",200,"SCI CONTROVERSIES",56,1,0,0,0,3.8,57
"ISS",301,"SO SCI THEORY CTEXT",97,31,7,8,6,3.25,166
"ISS",350,"INTRO TO PORTFOLIO",120,10,7,5,7,3.45,165
"ISS",355,"PORTFOLIO SEMINAR",20,5,1,0,1,3.5,31
"ISS",401,"CAPSTONE",14,5,0,1,0,3.5,20
"ITAL",101,"ELEMENTARY ITALIAN",43,17,3,0,0,3.475,63
"ITAL",351,"CONTEM ITAL CULTURE",10,2,2,1,0,3.1,15
"JAPAN",111,"1ST-YR JAPANESE",145,51,11,4,3,3.43333333333333,215
"JAPAN",211,"2ND-YR JAPANESE",57,42,12,0,2,3.16666666666667,113
"JAPAN",311,"3RD-YR JAPANESE",39,21,4,2,3,3.1,71
"JAPAN",321,"JAPAN LIT I",17,11,1,0,0,3.4,29
"JAPAN",325,"INTRO JPNSE FILM",19,8,0,0,0,3.6,27
"JAPAN",421,"4TH-YR JAPANESE",11,15,8,0,1,2.9,36
"JAPAN",431,"RDGS MOD JAPAN LIT",11,9,1,0,0,3.4,21
"JAPAN",471,"INTR CLSCL JPNSE",9,7,3,1,1,3,21
"JSIS",123,"INTRO GLOBALIZATION",16,13,0,0,1,3.3,31
"JSIS",200,"STATES & CAPITALISM",178,61,5,5,3,3.4,256
"JSIS",203,"RISE OF ASIA",41,32,0,0,0,3.4,74
"JSIS",222,"MARKETS & ECONOMIES",20,16,2,0,0,3.4,39
"JSIS",478,"SPEC TOPICS GLOBAL",53,0,0,0,0,3.8,53
"JSIS",498,"ADVANCED READINGS",31,3,0,0,0,3.65,34
"JSIS",530,"WORLD ORDER",18,1,0,0,0,3.7,19
"JSIS",532,"GLOBAL CHALLENGES",15,4,0,0,0,3.5,19
"JSIS",542,"DIMENSNS OF SECURITY",19,0,0,0,0,3.7,19
"JSIS A",210,"ISLAMIC CIVILZATION",17,4,1,0,0,3.6,22
"JSIS A",265,"THE VIET NAM WARS",9,7,3,0,0,3.2,21
"JSIS A",301,"EUROPE TODAY",49,19,1,0,0,3.5,70
"JSIS A",402,"MID EAST IN MOD WLD",14,9,1,0,0,3.3,24
"JSIS A",408,"GOVT & POL-CHINA",15,14,11,2,0,2.9,42
"JSIS A",423,"HIST MODERN JAPAN",9,14,3,0,0,3.2,30
"JSIS A",430,"SOVIET EMPIRE",21,0,0,0,0,3.9,21
"JSIS A",431,"DEMOGRAPHIC ASIA",11,10,1,0,0,3.4,22
"JSIS A",435,"GOVT & POL JAPAN",16,2,0,0,0,3.8,19
"JSIS A",448,"MOD KOREAN SOCIETY",7,7,2,1,1,3,19
"JSIS A",449,"ANTH MODERN JAPAN",13,0,0,0,0,3.7,13
"JSIS B",324,"IMMIGRATION",31,7,0,0,0,3.7,39
"JSIS B",331,"POL ECON OF DEVELOP",55,24,6,1,2,3.25,92
"JSIS B",335,"DEVELOPING WORLD",13,5,3,0,0,3.4,21
"JSIS B",360,"U.S. IN THE WORLD",25,0,0,0,0,3.8,25
"JSIS B",375,"GEOPOLITICS",23,2,1,0,0,3.7,26
"JSIS B",420,"FAILED STATES",17,10,2,0,0,3.4,32
"JSIS B",425,"CRAFTING U.S.FOR POL",15,2,0,0,0,3.6,17
"JSIS B",429,"INTL NUCL NONPROLIF",27,1,0,0,0,3.8,28
"JSIS C",120,"YOGA PAST & PRESENT",19,0,0,0,0,3.9,20
"JSIS C",145,"INTRO JUDAISM",27,10,1,0,1,3.35,39
"JSIS C",201,"RELIGIONS,WESTERN",12,13,2,1,4,2.8,32
"JSIS C",240,"INTRO HEBREW BIBLE",20,0,2,0,1,3.6,23
"JSIS C",269,"HOLOCAUST, HIST&MEM",8,8,1,0,0,3.3,17
"JSIS C",305,"MDRN RELIG THOUGHT",14,0,0,0,0,3.7,14
"JSIS C",321,"COMP RELIGION",16,1,0,0,0,3.8,17
"JSIS C",322,"GOSPELS",13,9,1,1,0,3.3,24
"JSIS C",445,"GRK & ROM RELIGION",11,5,2,0,0,3.3,20
"JSIS D",323,"GLOBALIZATION & YOU",6,4,4,0,0,3.1,18
"JSIS E",101,"ELEMENTARY KHMER",17,0,0,0,0,3.9,17
"KOREAN",101,"1ST-YR KOREAN",33,13,1,0,0,3.5,47
"KOREAN",101,"1ST YR KOR-NH",32,10,2,0,0,3.5,45
"KOREAN",135,"ACC ELEM KOREAN 1",13,0,0,0,0,3.7,13
"KOREAN",201,"2ND-YR KOREAN",16,8,1,0,0,3.5,25
"KOREAN",301,"THIRD-YEAR KOREAN",14,2,1,0,0,3.5,17
"KOREAN",360,"KOR LIT & CULTURE",10,5,0,0,0,3.5,15
"L ARCH",212,"DESGNING THE FUTURE",36,10,1,0,0,3.6,47
"L ARCH",300,"INTRO LA DESIGN",18,12,0,0,0,3.4,30
"L ARCH",301,"DESIGN FOUNDATIONS",11,5,0,0,0,3.6,16
"L ARCH",332,"MATERIALS & CRAFT",18,4,0,0,0,3.5,23
"L ARCH",341,"SITE DESIGN & PLANG",30,3,0,0,0,3.7,34
"L ARCH",353,"HIST MOD LAND ARCH",17,16,3,0,0,3.3,38
"L ARCH",403,"CULTURAL LANDSCAPE",8,10,0,0,0,3.4,18
"L ARCH",441,"DIGITAL MEDIA II",31,4,0,0,0,3.6,37
"L ARCH",553,"HIST MDRN LSCPE ARC",10,3,0,0,0,3.6,14
"L ARCH",570,"THEORY/SCHOLARSHIP",25,6,1,0,0,3.5,32
"LAB M",426,"CL IMMUNOHEMATOLOGY",21,7,0,0,0,3.5,28
"LAB M",428,"CLINICL BIOCHEM MLS",17,8,1,0,0,3.5,26
"LAB M",429,"FOUNDATIONS MLS",23,3,0,0,0,3.7,26
"LATIN",101,"ELEMENTARY LATIN",12,3,1,1,1,3.2,18
"LATIN",305,"INTROD LAT LIT",12,3,0,0,0,3.6,15
"LAW",100,"INTRO AMERICAN LAW",54,32,0,0,0,3.45,88
"LAW",301,"LEGAL REASON INTRO",5,7,1,0,0,3.3,13
"LAW A",507,"CON LAW I",24,28,0,0,0,3.4,53
"LAW B",550,"AM LEG SYS & METHOD",48,6,0,0,0,3.7,54
"LAW B",551,"COMP LAW SEM",25,0,0,0,0,3.8,25
"LAW B",579,"LAW AND DEVELOPMENT",13,5,0,0,0,3.5,18
"LAW B",599,"SPECIAL TOPICS",12,1,0,0,0,3.7,13
"LAW P",501,"IP LAW CORE",17,15,0,0,0,3.4,32
"LAW P",503,"INTRO IP LGL SKILLS",30,0,0,0,0,3.8,30
"LAW T",501,"CORPS & SHRHLDRS TX",19,16,0,0,0,3.45,37
"LAW T",504,"BUS AND INVEST TAX",15,13,0,0,0,3.4,30
"LAW T",510,"ESTATE & GIFT TAX",15,14,0,0,0,3.4,31
"LAW T",515,"INTL TAXATION I",7,8,0,0,0,3.4,16
"LAW T",534,"STATE & LOCAL TAX",8,5,0,0,0,3.5,13
"LING",100,"FUND OF GRAMMAR",90,66,19,5,4,3.2,188
"LING",200,"INTRO LING THOUGHT",128,111,41,13,5,3,307
"LING",203,"INTRO TO ANTH LING",18,17,7,2,0,3,44
"LING",269,"SWEARNG & TABOO LANG",73,23,2,0,0,3.6,98
"LING",400,"SUR LING MTHD & THY",17,13,2,1,0,3.3,34
"LING",432,"SOCIOLINGUISTICS I",13,4,2,1,0,3.4,20
"LING",450,"INTRO LING PHONET",5,10,12,4,3,2.3,34
"LING",461,"SYNTAX I",27,2,0,0,1,3.6,30
"LING",566,"SYNTAX COMPUT LING",21,8,2,0,2,3.3,35
"LING",570,"SHALLW PROC FOR NLP",20,1,1,0,0,3.7,22
"LIS",520,"INFO RES SER & COL",72,3,0,0,0,3.85,75
"LIS",522,"COLLECTION DEVELOP",21,9,0,0,0,3.6,31
"LIS",531,"CATALOGING",36,8,0,0,1,3.6,46
"LIS",550,"INFO & SOCIETY",64,12,0,0,0,3.7,76
"LIS",560,"INSTR FOR INFO PROF",62,0,0,0,0,3.9,62
"LIS",564,"MLTICULTR RES YOUTH",22,1,0,0,0,3.8,23
"LIS",568,"INFO LIT IN DIG AGE",14,0,0,0,0,3.7,14
"LIS",570,"RSRCH ASSESSMT DSGN",140,0,0,0,0,3.9,141
"LIS",580,"MGMT OF INFO ORGS",65,0,0,0,1,3.8,66
"LIS",581,"MKT & PLAN FOR LIB",30,2,0,0,1,3.6,33
"LSJ",200,"INTR LAW SOC & JUST",103,103,16,4,1,3.2,234
"LSJ",230,"INTRO DISABILITY ST",29,9,1,0,1,3.5,40
"LSJ",320,"INTL HUMAN RIGHTS",52,61,9,0,0,3.2,123
"LSJ",367,"COMP LAW AND COURTS",19,17,6,2,0,3.1,45
"LSJ",376,"DRUGS & SOCIETY",33,8,0,0,0,3.6,41
"LSJ",422,"IMMIG LABOR LEGALTY",15,8,0,0,0,3.5,23
"LSJ",490,"TOPICS LEGAL INSTIT",23,0,0,0,0,3.8,24
"M E",123,"VISUALIZATION & CAD",67,60,12,1,2,3.2,151
"M E",323,"ENGR THERMODYNAMICS",45,55,4,0,0,3.3,104
"M E",331,"INTRO HEAT TRANSFER",7,33,2,0,0,3.1,42
"M E",354,"MECH OF MAT LAB",27,44,1,0,0,3.3,72
"M E",395,"INTRO MECH DESIGN",71,18,0,0,0,3.55,89
"M E",410,"NANODEVICES",18,16,0,0,0,3.4,35
"M E",414,"ENG INNOV MED",19,17,0,0,1,3.3,37
"M E",430,"ENERGY CONVERSION",7,17,1,0,0,3.2,26
"M E",431,"ADV FL MECH",5,8,0,0,0,3.3,13
"M E",460,"KIN & LINKAGE DESGN",23,19,0,0,0,3.4,43
"M E",461,"THIN FILMS",9,5,0,0,0,3.5,14
"M E",471,"AUTOMATIC CONTROL",29,12,1,0,1,3.4,43
"M E",473,"INSTRUMENTATION",19,15,0,0,0,3.4,34
